1 [[1, 1], [1, 1]]
1313 [[0, 2, 1, 4, 3], [4, 1, 3, 2, 0], [3, 4, 2, 0, 1], [1, 0, 4, 3, 2], [2, 3, 0, 1, 4]]
1315 [[0, 1], [0, 1]]
1316 [[0, 1], [1, 0]]
1318 [[1, 0], [1, 0]]
1320 [[1, 0], [0, 1]]
1322 [[1, 0], [1, 0]]
1323 [[1, 0], [0, 1]]
1325 [[1, 0], [0, 1]]
1328 [[0, 1], [0, 1]]
1332 [[1, 0], [1, 0]]
1334 [[1, 0], [0, 1]]
1336 [[1, 0], [1, 0]]
1340 [[1, 0], [1, 0]]
1344 [[1, 0], [1, 0]]
1349 [[1, 0], [1, 0]]
1353 [[1, 0], [1, 0]]
1355 [[1, 0], [0, 1]]
1357 [[1, 0], [1, 0]]
1358 [[1, 0], [0, 1]]
1361 [[1, 0], [1, 0]]
1366 [[1, 0], [1, 0]]
1368 [[1, 0], [0, 1]]
1370 [[1, 0], [1, 0]]
1374 [[1, 0], [1, 0]]
1378 [[1, 0], [1, 0]]
1383 [[0, 1], [0, 1]]
1384 [[1, 0], [0, 1]]
1387 [[1, 0], [1, 0]]
1391 [[0, 1], [0, 1]]
1395 [[0, 1], [0, 1]]
1400 [[1, 0], [1, 0]]
1405 [[1, 0], [1, 0]]
1410 [[0, 1], [0, 1]]
1415 [[0, 1], [0, 1]]
1420 [[0, 1], [0, 1]]
1426 [[0, 0], [0, 1]]
1427 [[0, 0], [1, 1]]
1428 [[0, 0], [1, 1]]
1429 [[0, 0], [1, 1]]
1430 [[0, 0], [1, 1]]
1431 [[1, 1], [0, 0]]
1432 [[1, 0], [0, 1]]
1433 [[0, 0], [1, 1]]
1434 [[0, 1], [0, 1]]
1435 [[0, 0], [1, 1]]
1436 [[0, 0], [1, 1]]
1437 [[0, 0], [1, 1]]
1438 [[0, 0], [1, 1]]
1439 [[0, 0], [1, 1]]
1440 [[0, 0], [1, 1]]
1441 [[0, 1], [0, 1]]
1442 [[0, 0], [1, 1]]
1443 [[1, 1], [0, 0]]
1444 [[0, 0], [1, 1]]
1445 [[0, 0], [1, 1]]
1446 [[0, 0], [1, 1]]
1447 [[0, 1], [0, 1]]
1448 [[0, 0], [1, 1]]
1449 [[1, 1], [0, 0]]
1450 [[0, 0], [1, 1]]
1451 [[0, 1], [0, 1]]
1452 [[0, 0], [1, 1]]
1453 [[1, 1], [0, 0]]
1454 [[0, 1], [0, 1]]
1455 [[0, 0], [1, 1]]
1456 [[0, 0], [1, 1]]
1457 [[0, 0], [1, 1]]
1458 [[0, 0], [1, 1]]
1459 [[0, 0], [1, 1]]
1460 [[0, 0], [1, 1]]
1461 [[0, 1], [0, 1]]
1462 [[0, 0], [1, 1]]
1463 [[0, 0], [1, 1]]
1464 [[0, 0], [1, 1]]
1465 [[0, 0], [1, 1]]
1466 [[0, 0], [1, 1]]
1467 [[0, 0], [1, 1]]
1468 [[0, 0], [1, 1]]
1469 [[0, 1], [0, 1]]
1470 [[0, 0], [1, 1]]
1471 [[0, 0], [1, 1]]
1472 [[0, 0], [1, 1]]
1473 [[0, 1], [0, 1]]
1474 [[0, 0], [1, 1]]
1475 [[0, 0], [1, 1]]
1476 [[0, 0], [1, 1]]
1477 [[0, 0], [1, 1]]
1478 [[0, 1], [0, 1]]
1479 [[0, 1], [1, 0]]
1480 [[1, 2, 2, 1], [3, 0, 0, 3], [3, 2, 2, 1], [3, 2, 0, 3]]
1481 [[1, 0], [0, 1]]
1482 [[1, 1], [1, 0]]
1483 [[1, 1], [1, 0]]
1484 [[0, 1], [0, 1]]
1485 [[1, 0], [0, 0]]
1486 [[1, 3, 1, 3], [2, 0, 2, 0], [2, 0, 2, 0], [1, 3, 1, 3]]
1487 [[2, 2, 3, 3], [1, 1, 0, 0], [1, 1, 0, 0], [2, 2, 3, 3]]
1488 [[0, 1], [0, 1]]
1489 [[0, 2, 2], [0, 1, 0], [1, 1, 2]]
1491 [[0, 1], [0, 1]]
1492 [[0, 1], [1, 0]]
1494 [[0, 1], [0, 1]]
1496 [[0, 1], [1, 0]]
1498 [[0, 1], [0, 1]]
1502 [[0, 1], [0, 1]]
1504 [[0, 1], [1, 0]]
1506 [[0, 1], [0, 1]]
1507 [[0, 1], [1, 0]]
1510 [[0, 1], [0, 1]]
1515 [[0, 1], [0, 1]]
1516 [[0, 3, 1, 4, 2], [3, 1, 4, 2, 0], [1, 4, 2, 0, 3], [4, 2, 0, 3, 1], [2, 0, 3, 1, 4]]
1518 [[0, 1], [0, 1]]
1519 [[1, 0], [0, 1]]
1521 [[0, 1], [0, 1]]
1523 [[0, 1], [1, 0]]
1525 [[0, 1], [0, 1]]
1526 [[0, 1], [1, 0]]
1528 [[0, 1], [0, 1]]
1531 [[0, 1], [0, 1]]
1535 [[0, 1], [0, 1]]
1537 [[0, 1], [1, 0]]
1539 [[0, 1], [0, 1]]
1543 [[0, 1], [0, 1]]
1547 [[0, 1], [0, 1]]
1552 [[0, 1], [0, 1]]
1556 [[0, 1], [0, 1]]
1558 [[0, 1], [1, 0]]
1560 [[0, 1], [0, 1]]
1561 [[0, 1], [1, 0]]
1564 [[0, 1], [0, 1]]
1569 [[0, 1], [0, 1]]
1571 [[0, 1], [1, 0]]
1573 [[0, 1], [0, 1]]
1577 [[0, 1], [0, 1]]
1581 [[0, 1], [0, 1]]
1586 [[0, 1], [0, 1]]
1587 [[0, 1], [1, 0]]
1590 [[0, 1], [0, 1]]
1594 [[0, 1], [0, 1]]
1598 [[0, 1], [0, 1]]
1603 [[0, 1], [0, 1]]
1608 [[0, 1], [0, 1]]
1613 [[0, 1], [0, 1]]
1618 [[0, 1], [0, 1]]
1623 [[0, 1], [0, 1]]
1629 [[0, 0], [0, 1]]
1630 [[0, 0], [1, 1]]
1631 [[0, 1], [0, 1]]
1632 [[0, 0], [1, 1]]
1633 [[1, 1], [0, 0]]
1634 [[0, 1], [0, 1]]
1635 [[1, 0], [0, 1]]
1636 [[0, 0], [1, 1]]
1637 [[0, 1], [0, 1]]
1638 [[0, 0], [1, 1]]
1639 [[0, 0], [1, 1]]
1640 [[0, 1], [0, 1]]
1641 [[0, 0], [1, 1]]
1642 [[0, 0], [1, 1]]
1643 [[0, 0], [1, 1]]
1644 [[0, 1], [0, 1]]
1645 [[0, 0], [1, 1]]
1646 [[0, 0], [1, 1]]
1647 [[0, 0], [1, 1]]
1648 [[0, 0], [1, 1]]
1649 [[0, 0], [1, 1]]
1650 [[1, 0], [1, 0]]
1651 [[0, 0], [1, 1]]
1652 [[0, 0], [1, 1]]
1653 [[0, 0], [1, 1]]
1654 [[0, 0], [1, 1]]
1655 [[1, 1], [0, 0]]
1656 [[0, 0], [1, 1]]
1657 [[1, 1], [0, 1]]
1658 [[0, 0], [1, 1]]
1659 [[0, 0], [1, 1]]
1660 [[1, 0], [1, 0]]
1661 [[0, 0], [1, 1]]
1662 [[0, 0], [1, 1]]
1663 [[0, 0], [1, 1]]
1664 [[0, 0], [1, 1]]
1665 [[0, 0], [1, 1]]
1666 [[0, 0], [1, 1]]
1667 [[0, 0], [1, 1]]
1668 [[0, 0], [1, 1]]
1669 [[0, 0], [1, 1]]
1670 [[0, 0], [1, 1]]
1671 [[0, 0], [1, 1]]
1672 [[0, 1], [0, 1]]
1673 [[0, 0], [1, 1]]
1674 [[0, 0], [1, 1]]
1675 [[0, 0], [1, 1]]
1676 [[0, 0], [1, 1]]
1677 [[0, 0], [1, 1]]
1678 [[0, 0], [1, 1]]
1679 [[0, 0], [1, 1]]
1680 [[0, 0], [1, 1]]
1681 [[0, 1], [0, 1]]
1682 [[1, 0], [0, 1]]
1684 [[1, 0], [0, 1]]
1685 [[1, 0, 2], [2, 2, 0], [0, 2, 1]]
1687 [[1, 0], [1, 0]]
1691 [[1, 0], [0, 1]]
1692 [[0, 1, 2], [2, 0, 1], [1, 2, 0]]
1694 [[1, 0], [1, 0]]
1695 [[0, 1], [1, 0]]
1697 [[1, 0], [1, 0]]
1699 [[1, 0], [0, 1]]
1701 [[1, 0], [1, 0]]
1705 [[1, 0], [1, 0]]
1707 [[1, 0], [0, 1]]
1709 [[0, 1], [0, 1]]
1710 [[0, 1], [1, 0]]
1713 [[1, 0], [1, 0]]
1718 [[0, 1], [0, 1]]
1719 [[0, 2, 1], [2, 1, 0], [1, 0, 2]]
1721 [[0, 1], [0, 1]]
1722 [[1, 0], [0, 1]]
1724 [[0, 1], [0, 1]]
1726 [[0, 1], [1, 0]]
1728 [[0, 1], [0, 1]]
1729 [[1, 0], [0, 1]]
1731 [[0, 1], [0, 1]]
1734 [[0, 1], [0, 1]]
1738 [[0, 1], [0, 1]]
1740 [[0, 1], [1, 0]]
1742 [[0, 1], [0, 1]]
1746 [[0, 1], [0, 1]]
1750 [[0, 1], [0, 1]]
1755 [[0, 1], [0, 1]]
1759 [[1, 0], [1, 0]]
1761 [[1, 0], [0, 1]]
1763 [[1, 0], [1, 0]]
1764 [[1, 0], [0, 1]]
1767 [[1, 0], [1, 0]]
1772 [[1, 0], [1, 0]]
1774 [[1, 0], [0, 1]]
1776 [[0, 1], [0, 1]]
1780 [[1, 0], [1, 0]]
1784 [[1, 0], [1, 0]]
1789 [[1, 0], [1, 0]]
1790 [[1, 0], [0, 1]]
1793 [[1, 0], [1, 0]]
1797 [[0, 1], [0, 1]]
1801 [[1, 0], [1, 0]]
1806 [[1, 0], [1, 0]]
1811 [[1, 0], [1, 0]]
1816 [[1, 0], [1, 0]]
1821 [[0, 1], [0, 1]]
1826 [[1, 0], [1, 0]]
1832 [[0, 0], [0, 1]]
1833 [[0, 0], [1, 1]]
1834 [[0, 0], [1, 1]]
1835 [[0, 0], [1, 1]]
1836 [[0, 0], [1, 1]]
1837 [[0, 0], [1, 1]]
1838 [[1, 0], [0, 1]]
1839 [[1, 1], [0, 0]]
1840 [[0, 1], [0, 1]]
1841 [[0, 0], [1, 1]]
1842 [[1, 1], [0, 0]]
1843 [[0, 1], [0, 1]]
1844 [[1, 1], [0, 0]]
1845 [[0, 0], [1, 1]]
1846 [[1, 1], [0, 0]]
1847 [[0, 0], [1, 1]]
1848 [[1, 0], [0, 1]]
1849 [[1, 1], [0, 0]]
1850 [[0, 1], [0, 1]]
1851 [[0, 0], [1, 1]]
1852 [[1, 1], [0, 0]]
1853 [[1, 1], [0, 0]]
1854 [[1, 1], [0, 0]]
1855 [[0, 0], [1, 0]]
1856 [[1, 1], [0, 0]]
1857 [[1, 0], [0, 1]]
1858 [[1, 1], [0, 0]]
1859 [[0, 0], [1, 1]]
1860 [[1, 0], [1, 1]]
1861 [[1, 0], [0, 1]]
1862 [[0, 0], [1, 1]]
1863 [[0, 1], [0, 1]]
1864 [[0, 0], [1, 1]]
1865 [[0, 0], [1, 1]]
1866 [[0, 0], [1, 1]]
1867 [[0, 0], [1, 1]]
1868 [[1, 1], [0, 0]]
1869 [[1, 1], [0, 0]]
1870 [[1, 1], [0, 0]]
1871 [[0, 1], [0, 1]]
1872 [[0, 0], [1, 1]]
1873 [[1, 0], [0, 1]]
1874 [[1, 1], [0, 0]]
1875 [[1, 1], [0, 0]]
1876 [[1, 1], [0, 0]]
1877 [[0, 0], [1, 1]]
1878 [[1, 1], [0, 0]]
1879 [[0, 1], [0, 1]]
1880 [[1, 1], [0, 0]]
1881 [[1, 1], [0, 0]]
1882 [[0, 0], [1, 1]]
1883 [[1, 1], [0, 0]]
1884 [[0, 1], [0, 1]]
1885 [[0, 1], [1, 0]]
1887 [[1, 0], [0, 1]]
1888 [[0, 2, 1], [2, 1, 0], [1, 0, 2]]
1890 [[0, 1], [0, 1]]
1894 [[1, 0], [0, 1]]
1895 [[1, 0, 2], [2, 1, 0], [0, 2, 1]]
1897 [[1, 0], [1, 0]]
1898 [[1, 0], [0, 1]]
1900 [[0, 1], [0, 1]]
1902 [[0, 1], [1, 0]]
1904 [[0, 1], [0, 1]]
1908 [[0, 1], [0, 1]]
1910 [[1, 0], [0, 1]]
1912 [[0, 1], [0, 1]]
1913 [[1, 0], [0, 1]]
1916 [[0, 1], [0, 1]]
1921 [[0, 1], [0, 1]]
1922 [[1, 1, 2], [2, 0, 1], [1, 2, 0]]
1924 [[0, 1], [0, 1]]
1925 [[1, 0], [0, 1]]
1927 [[0, 1], [0, 1]]
1929 [[0, 1], [1, 0]]
1931 [[0, 1], [0, 1]]
1932 [[0, 1], [1, 0]]
1934 [[0, 1], [0, 1]]
1937 [[0, 1], [0, 1]]
1941 [[0, 1], [0, 1]]
1943 [[1, 0], [0, 1]]
1945 [[0, 1], [0, 1]]
1949 [[0, 1], [0, 1]]
1953 [[0, 1], [0, 1]]
1958 [[1, 0], [1, 0]]
1962 [[0, 1], [0, 1]]
1964 [[1, 0], [0, 1]]
1966 [[0, 1], [0, 1]]
1967 [[1, 0], [0, 1]]
1970 [[0, 1], [0, 1]]
1975 [[0, 1], [0, 1]]
1977 [[1, 0], [0, 1]]
1979 [[0, 1], [0, 1]]
1983 [[0, 1], [0, 1]]
1987 [[0, 1], [0, 1]]
1992 [[0, 1], [0, 1]]
1993 [[0, 1], [1, 0]]
1996 [[0, 1], [0, 1]]
2000 [[0, 1], [0, 1]]
2004 [[0, 1], [0, 1]]
2009 [[0, 1], [0, 1]]
2014 [[0, 1], [0, 1]]
2019 [[0, 1], [0, 1]]
2024 [[0, 1], [0, 1]]
2029 [[0, 1], [0, 1]]
2035 [[0, 0], [0, 1]]
2036 [[0, 0], [1, 1]]
2037 [[0, 1], [0, 1]]
2038 [[0, 0], [1, 1]]
2039 [[0, 0], [1, 1]]
2040 [[1, 0], [1, 0]]
2041 [[0, 0], [1, 1]]
2042 [[0, 0], [1, 1]]
2043 [[0, 1], [0, 1]]
2044 [[0, 0], [1, 1]]
2045 [[0, 0], [1, 1]]
2046 [[0, 0], [1, 1]]
2047 [[0, 0], [1, 1]]
2048 [[0, 0], [1, 1]]
2049 [[0, 0], [1, 1]]
2050 [[0, 0], [1, 1]]
2051 [[0, 1], [1, 0]]
2052 [[0, 0], [1, 1]]
2053 [[1, 0], [0, 1]]
2054 [[0, 0], [1, 1]]
2055 [[0, 0], [1, 1]]
2056 [[0, 1], [0, 1]]
2057 [[0, 0], [1, 1]]
2058 [[0, 0], [1, 1]]
2059 [[0, 0], [1, 1]]
2060 [[0, 0], [1, 1]]
2061 [[0, 0], [1, 1]]
2062 [[0, 0], [1, 1]]
2063 [[0, 1], [0, 1]]
2064 [[0, 0], [1, 1]]
2065 [[0, 0], [1, 1]]
2066 [[0, 1], [0, 1]]
2067 [[0, 0], [1, 1]]
2068 [[0, 0], [1, 1]]
2069 [[0, 0], [1, 1]]
2070 [[0, 1], [0, 1]]
2071 [[0, 0], [1, 1]]
2072 [[0, 0], [1, 1]]
2073 [[0, 0], [1, 1]]
2074 [[0, 0], [1, 1]]
2075 [[0, 0], [1, 1]]
2076 [[0, 0], [1, 1]]
2077 [[0, 0], [1, 1]]
2078 [[0, 1], [0, 1]]
2079 [[0, 0], [1, 1]]
2080 [[0, 0], [1, 1]]
2081 [[0, 0], [1, 1]]
2082 [[0, 0], [1, 1]]
2083 [[0, 0], [1, 1]]
2084 [[0, 0], [1, 1]]
2085 [[0, 0], [1, 1]]
2086 [[0, 0], [1, 1]]
2087 [[0, 1], [0, 1]]
2088 [[0, 1], [1, 0]]
2089 [[0, 2, 0, 2], [0, 0, 0, 2], [1, 3, 1, 3], [1, 3, 1, 3]]
2090 [[1, 0], [0, 0]]
2091 [[0, 4, 1, 2, 3], [4, 1, 3, 0, 2], [1, 3, 2, 4, 0], [2, 0, 4, 3, 1], [3, 2, 0, 1, 4]]
2093 [[0, 1], [0, 1]]
2097 [[1, 0], [0, 1]]
2098 [[0, 2, 0], [1, 1, 0], [1, 2, 2]]
2100 [[0, 1], [0, 1]]
2101 [[1, 0], [0, 1]]
2103 [[0, 1], [0, 1]]
2105 [[0, 1], [1, 0]]
2107 [[0, 1], [0, 1]]
2111 [[0, 1], [0, 1]]
2113 [[0, 1], [1, 0]]
2115 [[0, 1], [0, 1]]
2116 [[0, 1], [1, 0]]
2119 [[0, 1], [0, 1]]
2124 [[1, 0], [0, 1]]
2125 [[1, 1], [1, 0]]
2126 [[2, 2, 3, 3], [1, 1, 0, 0], [1, 1, 0, 0], [2, 2, 3, 3]]
2127 [[1, 0], [0, 0]]
2128 [[1, 0], [0, 1]]
2130 [[0, 1], [0, 1]]
2132 [[0, 1], [1, 0]]
2134 [[0, 1], [0, 1]]
2135 [[0, 1], [1, 0]]
2137 [[0, 1], [0, 1]]
2140 [[0, 1], [0, 1]]
2144 [[0, 1], [0, 1]]
2146 [[0, 1], [1, 0]]
2148 [[0, 1], [0, 1]]
2152 [[0, 1], [0, 1]]
2156 [[0, 1], [0, 1]]
2161 [[1, 0], [0, 0]]
2162 [[1, 0], [0, 0]]
2163 [[1, 0], [0, 0]]
2164 [[0, 0, 1, 1], [2, 2, 3, 3], [0, 0, 1, 1], [2, 2, 3, 3]]
2165 [[1, 0], [0, 0]]
2167 [[0, 1], [1, 0]]
2169 [[0, 1], [0, 1]]
2170 [[0, 1], [1, 0]]
2173 [[0, 1], [0, 1]]
2178 [[0, 1], [0, 1]]
2180 [[0, 1], [1, 0]]
2182 [[0, 1], [0, 1]]
2186 [[0, 1], [0, 1]]
2190 [[0, 1], [0, 1]]
2195 [[0, 1], [0, 1]]
2196 [[0, 1], [1, 0]]
2199 [[0, 1], [0, 1]]
2203 [[0, 1], [0, 1]]
2207 [[0, 1], [0, 1]]
2212 [[0, 1], [0, 1]]
2217 [[0, 1], [0, 1]]
2222 [[0, 1], [0, 1]]
2227 [[0, 1], [0, 1]]
2232 [[0, 1], [0, 1]]
2238 [[0, 1], [1, 1]]
2239 [[0, 0], [1, 1]]
2240 [[0, 1], [0, 1]]
2241 [[0, 1], [1, 0]]
2242 [[1, 1], [0, 0]]
2243 [[1, 1], [0, 1]]
2244 [[1, 1], [0, 0]]
2245 [[1, 1], [0, 0]]
2246 [[0, 1], [0, 1]]
2247 [[1, 1], [0, 0]]
2248 [[0, 0], [1, 1]]
2249 [[0, 1], [0, 1]]
2250 [[1, 1], [0, 0]]
2251 [[1, 1], [0, 0]]
2252 [[1, 1], [0, 0]]
2253 [[0, 1], [0, 1]]
2254 [[1, 0], [0, 1]]
2255 [[0, 0], [1, 1]]
2256 [[0, 1], [0, 1]]
2257 [[0, 0], [1, 1]]
2258 [[1, 1], [0, 0]]
2259 [[0, 1], [0, 1]]
2260 [[1, 1], [0, 0]]
2261 [[0, 0], [1, 1]]
2262 [[1, 1], [0, 0]]
2263 [[0, 1], [0, 1]]
2264 [[0, 0], [1, 1]]
2265 [[1, 1], [0, 0]]
2266 [[0, 0], [1, 1]]
2267 [[1, 0], [0, 1]]
2268 [[0, 0], [1, 1]]
2269 [[0, 1], [0, 1]]
2270 [[1, 1], [0, 0]]
2271 [[1, 1], [0, 0]]
2272 [[0, 0], [1, 1]]
2273 [[0, 1], [0, 1]]
2274 [[1, 1], [0, 0]]
2275 [[0, 0], [1, 1]]
2276 [[1, 1], [0, 0]]
2277 [[0, 1], [0, 0]]
2278 [[1, 1], [0, 0]]
2279 [[1, 0], [0, 1]]
2280 [[1, 1], [0, 0]]
2281 [[0, 0], [1, 1]]
2282 [[0, 0], [1, 1]]
2283 [[0, 0], [1, 1]]
2284 [[0, 0], [1, 1]]
2285 [[0, 1], [0, 0]]
2286 [[1, 1], [0, 0]]
2287 [[1, 1], [0, 0]]
2288 [[1, 1], [0, 0]]
2289 [[0, 0], [1, 1]]
2290 [[0, 1], [0, 0]]
2291 [[1, 0], [0, 1]]
2293 [[0, 1], [0, 1]]
2294 [[0, 2, 4, 1, 3], [4, 1, 3, 0, 2], [3, 0, 2, 4, 1], [2, 4, 1, 3, 0], [1, 3, 0, 2, 4]]
2296 [[0, 1], [0, 0]]
2300 [[1, 1], [0, 1]]
2303 [[1, 1], [0, 1]]
2304 [[1, 0], [0, 1]]
2306 [[0, 1], [0, 0]]
2308 [[0, 1], [1, 0]]
2310 [[0, 1], [0, 1]]
2314 [[0, 1], [0, 0]]
2316 [[1, 0], [0, 1]]
2318 [[1, 1], [0, 1]]
2319 [[1, 0], [0, 1]]
2322 [[0, 1], [0, 1]]
2327 [[1, 0], [0, 1]]
2328 [[0, 2, 4, 1, 3], [4, 1, 3, 0, 2], [3, 0, 2, 4, 1], [2, 4, 1, 3, 0], [1, 3, 0, 2, 4]]
2330 [[0, 1], [0, 0]]
2331 [[0, 1], [1, 0]]
2333 [[0, 1], [0, 0]]
2335 [[1, 0], [0, 1]]
2337 [[0, 1], [0, 1]]
2338 [[0, 1], [1, 0]]
2340 [[0, 1], [0, 1]]
2343 [[0, 1], [0, 1]]
2347 [[0, 1], [0, 1]]
2349 [[0, 1], [1, 0]]
2351 [[0, 1], [0, 1]]
2355 [[0, 1], [0, 1]]
2359 [[0, 1], [0, 1]]
2364 [[1, 1], [0, 1]]
2368 [[0, 1], [0, 0]]
2370 [[1, 0], [0, 1]]
2372 [[0, 1], [0, 1]]
2373 [[0, 1], [1, 0]]
2376 [[0, 1], [0, 1]]
2381 [[0, 1], [0, 1]]
2383 [[0, 1], [1, 0]]
2385 [[0, 1], [0, 1]]
2389 [[0, 1], [0, 1]]
2393 [[0, 1], [0, 1]]
2398 [[0, 1], [0, 1]]
2399 [[1, 0], [0, 1]]
2402 [[0, 1], [0, 1]]
2406 [[0, 1], [0, 1]]
2410 [[0, 1], [0, 1]]
2415 [[0, 1], [0, 1]]
2420 [[0, 1], [0, 1]]
2425 [[0, 1], [0, 1]]
2430 [[0, 1], [0, 1]]
2435 [[0, 1], [0, 1]]
2441 [[0, 1], [1, 1]]
2442 [[0, 0], [1, 1]]
2443 [[0, 1], [0, 0]]
2444 [[1, 0], [0, 1]]
2445 [[0, 0], [1, 1]]
2446 [[0, 0], [1, 1]]
2447 [[0, 0], [1, 1]]
2448 [[0, 0], [1, 1]]
2449 [[0, 0], [1, 1]]
2450 [[0, 0], [1, 1]]
2451 [[0, 0], [1, 1]]
2452 [[0, 0], [1, 1]]
2453 [[1, 1], [0, 0]]
2454 [[0, 0], [1, 1]]
2455 [[0, 0], [1, 1]]
2456 [[0, 0], [1, 1]]
2457 [[0, 0], [1, 1]]
2458 [[0, 0], [1, 1]]
2459 [[0, 0], [1, 1]]
2460 [[0, 0], [1, 1]]
2461 [[0, 0], [1, 1]]
2462 [[0, 1], [0, 0]]
2463 [[1, 1], [0, 0]]
2464 [[1, 1], [0, 0]]
2465 [[0, 0], [1, 1]]
2466 [[0, 0], [1, 1]]
2467 [[0, 0], [1, 1]]
2468 [[0, 0], [1, 1]]
2469 [[0, 0], [1, 1]]
2470 [[1, 0], [0, 1]]
2471 [[0, 0], [1, 1]]
2472 [[0, 0], [1, 1]]
2473 [[1, 1], [0, 0]]
2474 [[1, 0], [0, 1]]
2475 [[0, 0], [1, 1]]
2476 [[0, 1], [0, 0]]
2477 [[1, 1], [0, 0]]
2478 [[1, 1], [0, 0]]
2479 [[0, 0], [1, 1]]
2480 [[0, 1], [0, 1]]
2481 [[0, 0], [1, 1]]
2482 [[0, 1], [1, 0]]
2483 [[0, 0], [1, 1]]
2484 [[0, 0], [1, 1]]
2485 [[0, 1], [1, 0]]
2486 [[0, 0], [1, 1]]
2487 [[0, 0], [1, 1]]
2488 [[0, 1], [0, 0]]
2489 [[0, 0], [1, 1]]
2490 [[1, 1], [0, 0]]
2491 [[0, 0], [1, 1]]
2492 [[0, 0], [1, 1]]
2493 [[0, 1], [0, 1]]
2494 [[1, 0], [0, 1]]
2496 [[1, 0], [0, 1]]
2497 [[0, 2, 3, 1], [1, 3, 2, 0], [2, 0, 1, 3], [3, 1, 0, 2]]
2499 [[0, 1], [0, 1]]
2503 [[1, 0], [0, 1]]
2504 [[0, 1, 2], [2, 0, 1], [1, 2, 0]]
2506 [[0, 1], [0, 0]]
2507 [[1, 0], [0, 1]]
2509 [[0, 1], [0, 1]]
2511 [[1, 0], [0, 1]]
2513 [[0, 1], [0, 1]]
2517 [[1, 1], [0, 1]]
2519 [[1, 0], [0, 1]]
2521 [[0, 1], [0, 1]]
2522 [[1, 0], [0, 1]]
2525 [[0, 1], [0, 1]]
2530 [[1, 0], [0, 1]]
2531 [[0, 2, 1, 4, 3], [4, 1, 3, 2, 0], [3, 4, 2, 0, 1], [1, 0, 4, 3, 2], [2, 3, 0, 1, 4]]
2533 [[1, 1], [0, 1]]
2534 [[1, 0], [0, 1]]
2536 [[0, 1], [0, 0]]
2538 [[0, 1], [1, 0]]
2540 [[0, 1], [0, 1]]
2541 [[1, 0], [0, 1]]
2543 [[0, 1], [0, 1]]
2546 [[0, 1], [0, 1]]
2550 [[0, 1], [0, 1]]
2552 [[0, 1], [1, 0]]
2554 [[1, 1], [0, 1]]
2558 [[1, 0], [0, 1]]
2562 [[0, 1], [0, 1]]
2567 [[0, 1], [0, 1]]
2571 [[0, 1], [0, 0]]
2573 [[1, 0], [0, 1]]
2575 [[0, 1], [0, 1]]
2576 [[1, 0], [0, 1]]
2579 [[0, 1], [0, 1]]
2584 [[0, 1], [0, 1]]
2586 [[1, 0], [0, 1]]
2588 [[0, 1], [0, 0]]
2592 [[0, 1], [0, 1]]
2596 [[0, 1], [0, 1]]
2601 [[0, 1], [0, 1]]
2602 [[0, 1], [1, 0]]
2605 [[0, 1], [0, 1]]
2609 [[0, 1], [0, 1]]
2613 [[0, 1], [0, 1]]
2618 [[0, 1], [0, 1]]
2623 [[0, 1], [0, 1]]
2628 [[0, 1], [0, 1]]
2633 [[0, 1], [0, 1]]
2638 [[0, 1], [0, 1]]
2644 [[0, 0], [0, 1]]
2645 [[0, 0], [1, 1]]
2646 [[0, 0], [1, 1]]
2647 [[0, 0], [1, 1]]
2648 [[0, 0], [1, 1]]
2649 [[0, 0], [1, 1]]
2650 [[0, 0], [1, 1]]
2651 [[0, 0], [1, 1]]
2652 [[0, 0], [1, 1]]
2653 [[0, 0], [1, 1]]
2654 [[0, 0], [1, 1]]
2655 [[0, 0], [1, 1]]
2656 [[0, 0], [1, 1]]
2657 [[0, 0], [1, 1]]
2658 [[0, 0], [1, 1]]
2659 [[0, 0], [1, 1]]
2660 [[0, 0], [1, 1]]
2661 [[0, 0], [1, 1]]
2662 [[0, 1], [0, 1]]
2663 [[0, 0], [1, 1]]
2664 [[0, 0], [1, 1]]
2665 [[0, 1], [0, 1]]
2666 [[0, 0], [1, 1]]
2667 [[0, 0], [1, 1]]
2668 [[0, 0], [1, 1]]
2669 [[0, 1], [0, 1]]
2670 [[0, 0], [1, 1]]
2671 [[0, 0], [1, 1]]
2672 [[0, 1], [0, 1]]
2673 [[0, 0], [1, 1]]
2674 [[0, 0], [1, 1]]
2675 [[0, 1], [0, 1]]
2676 [[0, 0], [1, 1]]
2677 [[0, 0], [1, 1]]
2678 [[0, 0], [1, 1]]
2679 [[0, 1], [0, 1]]
2680 [[0, 0], [1, 1]]
2681 [[0, 0], [1, 1]]
2682 [[0, 0], [1, 1]]
2683 [[0, 1], [0, 1]]
2684 [[0, 0], [1, 1]]
2685 [[0, 0], [1, 1]]
2686 [[0, 0], [1, 1]]
2687 [[0, 1], [0, 1]]
2688 [[0, 0], [1, 1]]
2689 [[0, 0], [1, 1]]
2690 [[0, 0], [1, 1]]
2691 [[0, 1], [0, 1]]
2692 [[0, 0], [1, 1]]
2693 [[0, 0], [1, 1]]
2694 [[0, 0], [1, 1]]
2695 [[0, 0], [1, 1]]
2696 [[0, 1], [0, 1]]
2697 [[0, 1], [1, 0]]
2699 [[1, 0], [0, 1]]
2700 [[0, 2, 1], [2, 1, 0], [1, 0, 2]]
2702 [[0, 1], [0, 1]]
2706 [[0, 1], [0, 1]]
